from_county	to_county	from_lat	to_lat	from_long	to_long	prob	pairs	pairwise
Adams County WA	Asotin County	46.985877	46.146000	-118.480355	-117.208500	0.000000	0.000000	1
Adams County WA	Benton County	46.985877	46.190531	-118.480355	-119.520720	0.000000	0.000000	1
Adams County WA	Chelan County	46.985877	47.801220	-118.480355	-120.627690	0.000000	0.000000	1
Adams County WA	Clark County	46.985877	45.778260	-118.480355	-122.491540	0.000000	0.000000	1
Adams County WA	Cowlitz County	46.985877	46.186419	-118.480355	-122.679487	0.000000	0.000000	1
Adams County WA	Douglas County	46.985877	47.728531	-118.480355	-119.651043	0.000000	0.000000	1
Adams County WA	Franklin County WA	46.985877	46.517555	-118.480355	-118.921601	0.969900	6.000000	1
Adams County WA	Grant County WA	46.985877	47.209925	-118.480355	-119.420874	0.000000	0.000000	1
Adams County WA	Grays Harbor County	46.985877	47.174417	-118.480355	-123.865883	0.000000	0.000000	1
Adams County WA	Jefferson County WA	46.985877	47.728342	-118.480355	-123.606395	0.000000	0.000000	1
Adams County WA	King County	46.985877	47.449221	-118.480355	-121.864246	0.000000	0.000000	1
Adams County WA	Kittitas County	46.985877	47.175000	-118.480355	-120.931900	0.000000	0.000000	1
Adams County WA	Mason County	46.985877	47.425100	-118.480355	-123.195100	0.000000	0.000000	1
Adams County WA	Pierce County	46.985877	47.006605	-118.480355	-122.107847	0.000000	0.000000	1
Adams County WA	San Juan County	46.985877	48.544309	-118.480355	-122.991950	0.000000	0.000000	1
Adams County WA	Skagit County	46.985877	48.485784	-118.480355	-121.815524	0.000000	0.000000	1
Adams County WA	Snohomish County	46.985877	48.006000	-118.480355	-122.073100	0.000000	0.000000	1
Adams County WA	Spokane County	46.985877	47.605929	-118.480355	-117.398931	0.000000	0.000000	1
Adams County WA	Thurston County	46.985877	46.935508	-118.480355	-122.867349	0.000000	0.000000	1
Adams County WA	Umatilla County	46.985877	45.648981	-118.480355	-118.720688	0.000000	0.000000	1
Adams County WA	Walla Walla County	46.985877	46.205515	-118.480355	-118.517428	0.000000	0.000000	1
Adams County WA	Whatcom County	46.985877	48.830959	-118.480355	-121.791189	0.000000	0.000000	1
Adams County WA	Yakima County	46.985877	46.430431	-118.480355	-120.711765	0.021700	6.000000	1
Asotin County	Benton County	46.146000	46.190531	-117.208500	-119.520720	0.000000	0.000000	1
Asotin County	Chelan County	46.146000	47.801220	-117.208500	-120.627690	0.000000	0.000000	1
Asotin County	Clark County	46.146000	45.778260	-117.208500	-122.491540	0.000000	0.000000	1
Asotin County	Cowlitz County	46.146000	46.186419	-117.208500	-122.679487	0.000000	0.000000	1
Asotin County	Douglas County	46.146000	47.728531	-117.208500	-119.651043	0.000000	0.000000	1
Asotin County	Franklin County WA	46.146000	46.517555	-117.208500	-118.921601	0.000000	0.000000	1
Asotin County	Grant County WA	46.146000	47.209925	-117.208500	-119.420874	0.000000	0.000000	1
Asotin County	Grays Harbor County	46.146000	47.174417	-117.208500	-123.865883	0.000000	0.000000	1
Asotin County	Jefferson County WA	46.146000	47.728342	-117.208500	-123.606395	0.000000	0.000000	1
Asotin County	King County	46.146000	47.449221	-117.208500	-121.864246	0.017900	5.000000	1
Asotin County	Kittitas County	46.146000	47.175000	-117.208500	-120.931900	0.000000	0.000000	1
Asotin County	Mason County	46.146000	47.425100	-117.208500	-123.195100	0.000000	0.000000	1
Asotin County	Pierce County	46.146000	47.006605	-117.208500	-122.107847	0.000000	0.000000	1
Asotin County	San Juan County	46.146000	48.544309	-117.208500	-122.991950	0.000000	0.000000	1
Asotin County	Skagit County	46.146000	48.485784	-117.208500	-121.815524	0.000000	0.000000	1
Asotin County	Snohomish County	46.146000	48.006000	-117.208500	-122.073100	0.000000	0.000000	1
Asotin County	Spokane County	46.146000	47.605929	-117.208500	-117.398931	0.237700	2.000000	1
Asotin County	Thurston County	46.146000	46.935508	-117.208500	-122.867349	0.000000	0.000000	1
Asotin County	Umatilla County	46.146000	45.648981	-117.208500	-118.720688	0.000000	0.000000	1
Asotin County	Walla Walla County	46.146000	46.205515	-117.208500	-118.517428	0.000000	0.000000	1
Asotin County	Whatcom County	46.146000	48.830959	-117.208500	-121.791189	0.000000	0.000000	1
Asotin County	Yakima County	46.146000	46.430431	-117.208500	-120.711765	0.000000	0.000000	1
Benton County	Chelan County	46.190531	47.801220	-119.520720	-120.627690	0.940300	4.000000	1
Benton County	Clark County	46.190531	45.778260	-119.520720	-122.491540	0.000000	0.000000	1
Benton County	Cowlitz County	46.190531	46.186419	-119.520720	-122.679487	0.000000	0.000000	1
Benton County	Douglas County	46.190531	47.728531	-119.520720	-119.651043	0.000000	0.000000	1
Benton County	Franklin County WA	46.190531	46.517555	-119.520720	-118.921601	0.820600	5.000000	1
Benton County	Grant County WA	46.190531	47.209925	-119.520720	-119.420874	0.000000	0.000000	1
Benton County	Grays Harbor County	46.190531	47.174417	-119.520720	-123.865883	0.000000	0.000000	1
Benton County	Jefferson County WA	46.190531	47.728342	-119.520720	-123.606395	0.000000	0.000000	1
Benton County	King County	46.190531	47.449221	-119.520720	-121.864246	0.000000	0.000000	1
Benton County	Kittitas County	46.190531	47.175000	-119.520720	-120.931900	0.000000	0.000000	1
Benton County	Mason County	46.190531	47.425100	-119.520720	-123.195100	0.000000	0.000000	1
Benton County	Pierce County	46.190531	47.006605	-119.520720	-122.107847	0.000000	0.000000	1
Benton County	San Juan County	46.190531	48.544309	-119.520720	-122.991950	0.000000	0.000000	1
Benton County	Skagit County	46.190531	48.485784	-119.520720	-121.815524	0.503400	7.000000	1
Benton County	Snohomish County	46.190531	48.006000	-119.520720	-122.073100	0.011800	3.000000	1
Benton County	Spokane County	46.190531	47.605929	-119.520720	-117.398931	0.000000	0.000000	1
Benton County	Thurston County	46.190531	46.935508	-119.520720	-122.867349	0.000000	0.000000	1
Benton County	Umatilla County	46.190531	45.648981	-119.520720	-118.720688	0.000000	0.000000	1
Benton County	Walla Walla County	46.190531	46.205515	-119.520720	-118.517428	0.000000	0.000000	1
Benton County	Whatcom County	46.190531	48.830959	-119.520720	-121.791189	0.187900	4.000000	1
Benton County	Yakima County	46.190531	46.430431	-119.520720	-120.711765	0.001300	9.000000	1
Chelan County	Clark County	47.801220	45.778260	-120.627690	-122.491540	0.000000	0.000000	1
Chelan County	Cowlitz County	47.801220	46.186419	-120.627690	-122.679487	0.000000	0.000000	1
Chelan County	Douglas County	47.801220	47.728531	-120.627690	-119.651043	0.000000	0.000000	1
Chelan County	Franklin County WA	47.801220	46.517555	-120.627690	-118.921601	0.000000	0.000000	1
Chelan County	Grant County WA	47.801220	47.209925	-120.627690	-119.420874	0.000000	0.000000	1
Chelan County	Grays Harbor County	47.801220	47.174417	-120.627690	-123.865883	0.000000	0.000000	1
Chelan County	Jefferson County WA	47.801220	47.728342	-120.627690	-123.606395	0.000000	0.000000	1
Chelan County	King County	47.801220	47.449221	-120.627690	-121.864246	0.005900	2.000000	1
Chelan County	Kittitas County	47.801220	47.175000	-120.627690	-120.931900	0.000000	0.000000	1
Chelan County	Mason County	47.801220	47.425100	-120.627690	-123.195100	0.000000	0.000000	1
Chelan County	Pierce County	47.801220	47.006605	-120.627690	-122.107847	0.015800	1.000000	1
Chelan County	San Juan County	47.801220	48.544309	-120.627690	-122.991950	0.000000	0.000000	1
Chelan County	Skagit County	47.801220	48.485784	-120.627690	-121.815524	0.000000	0.000000	1
Chelan County	Snohomish County	47.801220	48.006000	-120.627690	-122.073100	0.034000	2.000000	1
Chelan County	Spokane County	47.801220	47.605929	-120.627690	-117.398931	0.536900	4.000000	1
Chelan County	Thurston County	47.801220	46.935508	-120.627690	-122.867349	0.000000	0.000000	1
Chelan County	Umatilla County	47.801220	45.648981	-120.627690	-118.720688	0.000000	0.000000	1
Chelan County	Walla Walla County	47.801220	46.205515	-120.627690	-118.517428	0.000000	0.000000	1
Chelan County	Whatcom County	47.801220	48.830959	-120.627690	-121.791189	0.000000	0.000000	1
Chelan County	Yakima County	47.801220	46.430431	-120.627690	-120.711765	0.021700	10.000000	1
Clark County	Cowlitz County	45.778260	46.186419	-122.491540	-122.679487	0.000000	0.000000	1
Clark County	Douglas County	45.778260	47.728531	-122.491540	-119.651043	0.000000	0.000000	1
Clark County	Franklin County WA	45.778260	46.517555	-122.491540	-118.921601	0.000000	0.000000	1
Clark County	Grant County WA	45.778260	47.209925	-122.491540	-119.420874	0.000000	0.000000	1
Clark County	Grays Harbor County	45.778260	47.174417	-122.491540	-123.865883	0.000000	0.000000	1
Clark County	Jefferson County WA	45.778260	47.728342	-122.491540	-123.606395	0.000000	0.000000	1
Clark County	King County	45.778260	47.449221	-122.491540	-121.864246	0.005100	1.000000	1
Clark County	Kittitas County	45.778260	47.175000	-122.491540	-120.931900	0.000000	0.000000	1
Clark County	Mason County	45.778260	47.425100	-122.491540	-123.195100	0.000000	0.000000	1
Clark County	Pierce County	45.778260	47.006605	-122.491540	-122.107847	0.000000	0.000000	1
Clark County	San Juan County	45.778260	48.544309	-122.491540	-122.991950	0.000000	0.000000	1
Clark County	Skagit County	45.778260	48.485784	-122.491540	-121.815524	0.000000	0.000000	1
Clark County	Snohomish County	45.778260	48.006000	-122.491540	-122.073100	0.000000	0.000000	1
Clark County	Spokane County	45.778260	47.605929	-122.491540	-117.398931	0.000000	0.000000	1
Clark County	Thurston County	45.778260	46.935508	-122.491540	-122.867349	0.000000	0.000000	1
Clark County	Umatilla County	45.778260	45.648981	-122.491540	-118.720688	0.000000	0.000000	1
Clark County	Walla Walla County	45.778260	46.205515	-122.491540	-118.517428	0.000000	0.000000	1
Clark County	Whatcom County	45.778260	48.830959	-122.491540	-121.791189	0.000000	0.000000	1
Clark County	Yakima County	45.778260	46.430431	-122.491540	-120.711765	0.000000	0.000000	1
Cowlitz County	Douglas County	46.186419	47.728531	-122.679487	-119.651043	0.000000	0.000000	1
Cowlitz County	Franklin County WA	46.186419	46.517555	-122.679487	-118.921601	0.000000	0.000000	1
Cowlitz County	Grant County WA	46.186419	47.209925	-122.679487	-119.420874	0.000000	0.000000	1
Cowlitz County	Grays Harbor County	46.186419	47.174417	-122.679487	-123.865883	0.000000	0.000000	1
Cowlitz County	Jefferson County WA	46.186419	47.728342	-122.679487	-123.606395	0.000000	0.000000	1
Cowlitz County	King County	46.186419	47.449221	-122.679487	-121.864246	0.017300	1.000000	1
Cowlitz County	Kittitas County	46.186419	47.175000	-122.679487	-120.931900	0.000000	0.000000	1
Cowlitz County	Mason County	46.186419	47.425100	-122.679487	-123.195100	0.000000	0.000000	1
Cowlitz County	Pierce County	46.186419	47.006605	-122.679487	-122.107847	0.000000	0.000000	1
Cowlitz County	San Juan County	46.186419	48.544309	-122.679487	-122.991950	0.000000	0.000000	1
Cowlitz County	Skagit County	46.186419	48.485784	-122.679487	-121.815524	0.000000	0.000000	1
Cowlitz County	Snohomish County	46.186419	48.006000	-122.679487	-122.073100	0.000000	0.000000	1
Cowlitz County	Spokane County	46.186419	47.605929	-122.679487	-117.398931	0.000000	0.000000	1
Cowlitz County	Thurston County	46.186419	46.935508	-122.679487	-122.867349	0.000000	0.000000	1
Cowlitz County	Umatilla County	46.186419	45.648981	-122.679487	-118.720688	0.000000	0.000000	1
Cowlitz County	Walla Walla County	46.186419	46.205515	-122.679487	-118.517428	0.000000	0.000000	1
Cowlitz County	Whatcom County	46.186419	48.830959	-122.679487	-121.791189	0.000000	0.000000	1
Cowlitz County	Yakima County	46.186419	46.430431	-122.679487	-120.711765	0.127900	10.000000	1
Douglas County	Franklin County WA	47.728531	46.517555	-119.651043	-118.921601	0.000000	0.000000	1
Douglas County	Grant County WA	47.728531	47.209925	-119.651043	-119.420874	0.000000	0.000000	1
Douglas County	Grays Harbor County	47.728531	47.174417	-119.651043	-123.865883	0.000000	0.000000	1
Douglas County	Jefferson County WA	47.728531	47.728342	-119.651043	-123.606395	0.000000	0.000000	1
Douglas County	King County	47.728531	47.449221	-119.651043	-121.864246	0.000000	0.000000	1
Douglas County	Kittitas County	47.728531	47.175000	-119.651043	-120.931900	0.000000	0.000000	1
Douglas County	Mason County	47.728531	47.425100	-119.651043	-123.195100	0.000000	0.000000	1
Douglas County	Pierce County	47.728531	47.006605	-119.651043	-122.107847	0.000000	0.000000	1
Douglas County	San Juan County	47.728531	48.544309	-119.651043	-122.991950	0.000000	0.000000	1
Douglas County	Skagit County	47.728531	48.485784	-119.651043	-121.815524	0.000000	0.000000	1
Douglas County	Snohomish County	47.728531	48.006000	-119.651043	-122.073100	0.000000	0.000000	1
Douglas County	Spokane County	47.728531	47.605929	-119.651043	-117.398931	0.000000	0.000000	1
Douglas County	Thurston County	47.728531	46.935508	-119.651043	-122.867349	0.000000	0.000000	1
Douglas County	Umatilla County	47.728531	45.648981	-119.651043	-118.720688	0.000000	0.000000	1
Douglas County	Walla Walla County	47.728531	46.205515	-119.651043	-118.517428	0.000000	0.000000	1
Douglas County	Whatcom County	47.728531	48.830959	-119.651043	-121.791189	0.000000	0.000000	1
Douglas County	Yakima County	47.728531	46.430431	-119.651043	-120.711765	0.000000	0.000000	1
Franklin County WA	Grant County WA	46.517555	47.209925	-118.921601	-119.420874	0.000000	0.000000	1
Franklin County WA	Grays Harbor County	46.517555	47.174417	-118.921601	-123.865883	0.000000	0.000000	1
Franklin County WA	Jefferson County WA	46.517555	47.728342	-118.921601	-123.606395	0.000000	0.000000	1
Franklin County WA	King County	46.517555	47.449221	-118.921601	-121.864246	0.000000	0.000000	1
Franklin County WA	Kittitas County	46.517555	47.175000	-118.921601	-120.931900	0.000000	0.000000	1
Franklin County WA	Mason County	46.517555	47.425100	-118.921601	-123.195100	0.000000	0.000000	1
Franklin County WA	Pierce County	46.517555	47.006605	-118.921601	-122.107847	0.000000	0.000000	1
Franklin County WA	San Juan County	46.517555	48.544309	-118.921601	-122.991950	0.000000	0.000000	1
Franklin County WA	Skagit County	46.517555	48.485784	-118.921601	-121.815524	0.000000	0.000000	1
Franklin County WA	Snohomish County	46.517555	48.006000	-118.921601	-122.073100	0.000000	0.000000	1
Franklin County WA	Spokane County	46.517555	47.605929	-118.921601	-117.398931	0.000000	0.000000	1
Franklin County WA	Thurston County	46.517555	46.935508	-118.921601	-122.867349	0.000000	0.000000	1
Franklin County WA	Umatilla County	46.517555	45.648981	-118.921601	-118.720688	0.000000	0.000000	1
Franklin County WA	Walla Walla County	46.517555	46.205515	-118.921601	-118.517428	0.000000	0.000000	1
Franklin County WA	Whatcom County	46.517555	48.830959	-118.921601	-121.791189	0.000000	0.000000	1
Franklin County WA	Yakima County	46.517555	46.430431	-118.921601	-120.711765	0.000000	2.000000	1
Grant County WA	Grays Harbor County	47.209925	47.174417	-119.420874	-123.865883	0.000000	0.000000	1
Grant County WA	Jefferson County WA	47.209925	47.728342	-119.420874	-123.606395	0.000000	0.000000	1
Grant County WA	King County	47.209925	47.449221	-119.420874	-121.864246	0.999600	195.000000	1
Grant County WA	Kittitas County	47.209925	47.175000	-119.420874	-120.931900	0.000000	0.000000	1
Grant County WA	Mason County	47.209925	47.425100	-119.420874	-123.195100	0.000000	0.000000	1
Grant County WA	Pierce County	47.209925	47.006605	-119.420874	-122.107847	0.551200	12.000000	1
Grant County WA	San Juan County	47.209925	48.544309	-119.420874	-122.991950	0.000000	0.000000	1
Grant County WA	Skagit County	47.209925	48.485784	-119.420874	-121.815524	0.602900	4.000000	1
Grant County WA	Snohomish County	47.209925	48.006000	-119.420874	-122.073100	0.973800	44.000000	1
Grant County WA	Spokane County	47.209925	47.605929	-119.420874	-117.398931	0.000000	0.000000	1
Grant County WA	Thurston County	47.209925	46.935508	-119.420874	-122.867349	0.000000	0.000000	1
Grant County WA	Umatilla County	47.209925	45.648981	-119.420874	-118.720688	0.000000	0.000000	1
Grant County WA	Walla Walla County	47.209925	46.205515	-119.420874	-118.517428	0.000000	0.000000	1
Grant County WA	Whatcom County	47.209925	48.830959	-119.420874	-121.791189	0.000000	0.000000	1
Grant County WA	Yakima County	47.209925	46.430431	-119.420874	-120.711765	0.817700	146.000000	1
Grays Harbor County	Jefferson County WA	47.174417	47.728342	-123.865883	-123.606395	0.000000	0.000000	1
Grays Harbor County	King County	47.174417	47.449221	-123.865883	-121.864246	0.686400	8.000000	1
Grays Harbor County	Kittitas County	47.174417	47.175000	-123.865883	-120.931900	0.000000	0.000000	1
Grays Harbor County	Mason County	47.174417	47.425100	-123.865883	-123.195100	0.000000	0.000000	1
Grays Harbor County	Pierce County	47.174417	47.006605	-123.865883	-122.107847	0.000000	0.000000	1
Grays Harbor County	San Juan County	47.174417	48.544309	-123.865883	-122.991950	0.000000	0.000000	1
Grays Harbor County	Skagit County	47.174417	48.485784	-123.865883	-121.815524	0.637500	1.000000	1
Grays Harbor County	Snohomish County	47.174417	48.006000	-123.865883	-122.073100	0.000000	0.000000	1
Grays Harbor County	Spokane County	47.174417	47.605929	-123.865883	-117.398931	0.000000	0.000000	1
Grays Harbor County	Thurston County	47.174417	46.935508	-123.865883	-122.867349	1.000000	8.000000	1
Grays Harbor County	Umatilla County	47.174417	45.648981	-123.865883	-118.720688	0.000000	0.000000	1
Grays Harbor County	Walla Walla County	47.174417	46.205515	-123.865883	-118.517428	0.000000	0.000000	1
Grays Harbor County	Whatcom County	47.174417	48.830959	-123.865883	-121.791189	0.000000	0.000000	1
Grays Harbor County	Yakima County	47.174417	46.430431	-123.865883	-120.711765	0.000000	0.000000	1
Jefferson County WA	King County	47.728342	47.449221	-123.606395	-121.864246	0.820500	7.000000	1
Jefferson County WA	Kittitas County	47.728342	47.175000	-123.606395	-120.931900	0.000000	0.000000	1
Jefferson County WA	Mason County	47.728342	47.425100	-123.606395	-123.195100	0.000000	0.000000	1
Jefferson County WA	Pierce County	47.728342	47.006605	-123.606395	-122.107847	0.938100	11.000000	1
Jefferson County WA	San Juan County	47.728342	48.544309	-123.606395	-122.991950	0.000000	0.000000	1
Jefferson County WA	Skagit County	47.728342	48.485784	-123.606395	-121.815524	0.000000	0.000000	1
Jefferson County WA	Snohomish County	47.728342	48.006000	-123.606395	-122.073100	0.000000	0.000000	1
Jefferson County WA	Spokane County	47.728342	47.605929	-123.606395	-117.398931	0.000000	0.000000	1
Jefferson County WA	Thurston County	47.728342	46.935508	-123.606395	-122.867349	0.000000	0.000000	1
Jefferson County WA	Umatilla County	47.728342	45.648981	-123.606395	-118.720688	0.000000	0.000000	1
Jefferson County WA	Walla Walla County	47.728342	46.205515	-123.606395	-118.517428	0.000000	0.000000	1
Jefferson County WA	Whatcom County	47.728342	48.830959	-123.606395	-121.791189	0.000000	0.000000	1
Jefferson County WA	Yakima County	47.728342	46.430431	-123.606395	-120.711765	0.000000	0.000000	1
King County	Kittitas County	47.449221	47.175000	-121.864246	-120.931900	0.000000	0.000000	1
King County	Mason County	47.449221	47.425100	-121.864246	-123.195100	0.018600	1.000000	1
King County	Pierce County	47.449221	47.006605	-121.864246	-122.107847	0.977200	1813.000000	1
King County	San Juan County	47.449221	48.544309	-121.864246	-122.991950	0.000000	0.000000	1
King County	Skagit County	47.449221	48.485784	-121.864246	-121.815524	0.975300	593.000000	1
King County	Snohomish County	47.449221	48.006000	-121.864246	-122.073100	1.000000	3747.000000	1
King County	Spokane County	47.449221	47.605929	-121.864246	-117.398931	0.000200	57.000000	1
King County	Thurston County	47.449221	46.935508	-121.864246	-122.867349	0.000000	0.000000	1
King County	Umatilla County	47.449221	45.648981	-121.864246	-118.720688	0.000000	0.000000	1
King County	Walla Walla County	47.449221	46.205515	-121.864246	-118.517428	0.000000	0.000000	1
King County	Whatcom County	47.449221	48.830959	-121.864246	-121.791189	0.000000	67.000000	1
King County	Yakima County	47.449221	46.430431	-121.864246	-120.711765	0.000300	7454.000000	1
Kittitas County	Mason County	47.175000	47.425100	-120.931900	-123.195100	0.000000	0.000000	1
Kittitas County	Pierce County	47.175000	47.006605	-120.931900	-122.107847	0.000000	0.000000	1
Kittitas County	San Juan County	47.175000	48.544309	-120.931900	-122.991950	0.000000	0.000000	1
Kittitas County	Skagit County	47.175000	48.485784	-120.931900	-121.815524	0.000000	0.000000	1
Kittitas County	Snohomish County	47.175000	48.006000	-120.931900	-122.073100	0.000000	0.000000	1
Kittitas County	Spokane County	47.175000	47.605929	-120.931900	-117.398931	0.000000	0.000000	1
Kittitas County	Thurston County	47.175000	46.935508	-120.931900	-122.867349	0.000000	0.000000	1
Kittitas County	Umatilla County	47.175000	45.648981	-120.931900	-118.720688	0.000000	0.000000	1
Kittitas County	Walla Walla County	47.175000	46.205515	-120.931900	-118.517428	0.000000	0.000000	1
Kittitas County	Whatcom County	47.175000	48.830959	-120.931900	-121.791189	0.000000	0.000000	1
Kittitas County	Yakima County	47.175000	46.430431	-120.931900	-120.711765	0.663100	56.000000	1
Mason County	Pierce County	47.425100	47.006605	-123.195100	-122.107847	0.636800	13.000000	1
Mason County	San Juan County	47.425100	48.544309	-123.195100	-122.991950	0.000000	0.000000	1
Mason County	Skagit County	47.425100	48.485784	-123.195100	-121.815524	0.000000	0.000000	1
Mason County	Snohomish County	47.425100	48.006000	-123.195100	-122.073100	0.000000	0.000000	1
Mason County	Spokane County	47.425100	47.605929	-123.195100	-117.398931	0.302100	1.000000	1
Mason County	Thurston County	47.425100	46.935508	-123.195100	-122.867349	0.000000	0.000000	1
Mason County	Umatilla County	47.425100	45.648981	-123.195100	-118.720688	0.000000	0.000000	1
Mason County	Walla Walla County	47.425100	46.205515	-123.195100	-118.517428	0.000000	0.000000	1
Mason County	Whatcom County	47.425100	48.830959	-123.195100	-121.791189	0.000000	0.000000	1
Mason County	Yakima County	47.425100	46.430431	-123.195100	-120.711765	0.006500	1.000000	1
Pierce County	San Juan County	47.006605	48.544309	-122.107847	-122.991950	0.000000	0.000000	1
Pierce County	Skagit County	47.006605	48.485784	-122.107847	-121.815524	0.189800	94.000000	1
Pierce County	Snohomish County	47.006605	48.006000	-122.107847	-122.073100	0.919800	646.000000	1
Pierce County	Spokane County	47.006605	47.605929	-122.107847	-117.398931	0.000400	20.000000	1
Pierce County	Thurston County	47.006605	46.935508	-122.107847	-122.867349	0.000000	0.000000	1
Pierce County	Umatilla County	47.006605	45.648981	-122.107847	-118.720688	0.000000	0.000000	1
Pierce County	Walla Walla County	47.006605	46.205515	-122.107847	-118.517428	0.000000	0.000000	1
Pierce County	Whatcom County	47.006605	48.830959	-122.107847	-121.791189	0.000000	26.000000	1
Pierce County	Yakima County	47.006605	46.430431	-122.107847	-120.711765	0.000000	679.000000	1
San Juan County	Skagit County	48.544309	48.485784	-122.991950	-121.815524	0.000000	0.000000	1
San Juan County	Snohomish County	48.544309	48.006000	-122.991950	-122.073100	0.000000	0.000000	1
San Juan County	Spokane County	48.544309	47.605929	-122.991950	-117.398931	0.000000	0.000000	1
San Juan County	Thurston County	48.544309	46.935508	-122.991950	-122.867349	0.000000	0.000000	1
San Juan County	Umatilla County	48.544309	45.648981	-122.991950	-118.720688	0.000000	0.000000	1
San Juan County	Walla Walla County	48.544309	46.205515	-122.991950	-118.517428	0.000000	0.000000	1
San Juan County	Whatcom County	48.544309	48.830959	-122.991950	-121.791189	0.000000	0.000000	1
San Juan County	Yakima County	48.544309	46.430431	-122.991950	-120.711765	0.346000	7.000000	1
Skagit County	Snohomish County	48.485784	48.006000	-121.815524	-122.073100	0.935500	205.000000	1
Skagit County	Spokane County	48.485784	47.605929	-121.815524	-117.398931	0.000800	4.000000	1
Skagit County	Thurston County	48.485784	46.935508	-121.815524	-122.867349	0.000000	0.000000	1
Skagit County	Umatilla County	48.485784	45.648981	-121.815524	-118.720688	0.000000	0.000000	1
Skagit County	Walla Walla County	48.485784	46.205515	-121.815524	-118.517428	0.000000	0.000000	1
Skagit County	Whatcom County	48.485784	48.830959	-121.815524	-121.791189	0.990900	88.000000	1
Skagit County	Yakima County	48.485784	46.430431	-121.815524	-120.711765	0.000000	176.000000	1
Snohomish County	Spokane County	48.006000	47.605929	-122.073100	-117.398931	0.000000	7.000000	1
Snohomish County	Thurston County	48.006000	46.935508	-122.073100	-122.867349	0.000000	0.000000	1
Snohomish County	Umatilla County	48.006000	45.648981	-122.073100	-118.720688	0.000000	0.000000	1
Snohomish County	Walla Walla County	48.006000	46.205515	-122.073100	-118.517428	0.000000	0.000000	1
Snohomish County	Whatcom County	48.006000	48.830959	-122.073100	-121.791189	0.000300	44.000000	1
Snohomish County	Yakima County	48.006000	46.430431	-122.073100	-120.711765	0.000000	1699.000000	1
Spokane County	Thurston County	47.605929	46.935508	-117.398931	-122.867349	0.000000	0.000000	1
Spokane County	Umatilla County	47.605929	45.648981	-117.398931	-118.720688	0.000000	0.000000	1
Spokane County	Walla Walla County	47.605929	46.205515	-117.398931	-118.517428	0.000000	0.000000	1
Spokane County	Whatcom County	47.605929	48.830959	-117.398931	-121.791189	0.000000	1.000000	1
Spokane County	Yakima County	47.605929	46.430431	-117.398931	-120.711765	0.000000	108.000000	1
Thurston County	Umatilla County	46.935508	45.648981	-122.867349	-118.720688	0.000000	0.000000	1
Thurston County	Walla Walla County	46.935508	46.205515	-122.867349	-118.517428	0.000000	0.000000	1
Thurston County	Whatcom County	46.935508	48.830959	-122.867349	-121.791189	0.000000	0.000000	1
Thurston County	Yakima County	46.935508	46.430431	-122.867349	-120.711765	0.000000	0.000000	1
Umatilla County	Walla Walla County	45.648981	46.205515	-118.720688	-118.517428	0.000000	0.000000	1
Umatilla County	Whatcom County	45.648981	48.830959	-118.720688	-121.791189	0.000000	0.000000	1
Umatilla County	Yakima County	45.648981	46.430431	-118.720688	-120.711765	0.000000	0.000000	1
Walla Walla County	Whatcom County	46.205515	48.830959	-118.517428	-121.791189	0.000000	0.000000	1
Walla Walla County	Yakima County	46.205515	46.430431	-118.517428	-120.711765	0.000000	0.000000	1
